id,pos,CLASS_STAR,PSF_e1,PSF_e2,scalelength,model_flux,MAG_u,MAG_g,MAG_r,MAG_i,MAG_z
W2p1p2_173571,134.16804900000025 -1.9750366960000105,0.0135021,-8.0E-4,-0.0037,2.1777,13.2,24.9919,24.2816,23.245,22.7443,22.5154
