CLASS_STAR,PSF_e1,PSF_e2,scalelength,model_flux,MAG_u,MAG_g,MAG_r,MAG_i,MAG_z
0.0431987,0.0129,0.0102,1.3726,15.4,23.8704,23.5724,23.0847,22.7483,22.8632
0.0272898,0.0252,0.0049,1.8513,34.2,24.2144,23.495,22.7821,21.8213,21.5286
0.522677,0.0195,-0.0019,1.6086,4.2,26.0288,25.2356,24.8588,24.5375,23.8776
0.0193324,0.0195,-0.0025,2.0779,21.5,24.1998,23.6425,22.922,22.389,22.3275
0.682243,0.0255,0.0013,0.5995,3.5,,,,24.648,23.2305
0.645145,0.0103,-0.0361,0.8776,3.6,26.6677,26.6555,25.2526,24.3887,23.4151
0.508221,0.0184,0.006,1.5709,5.2,25.8423,24.7328,24.3954,24.3086,24.2325
0.0139944,0.0137,-0.0055,1.4034,13.0,24.4106,23.937,23.5496,23.0294,22.2862
0.858862,0.0247,0.0091,0.0,4.7,25.5729,25.1736,24.4265,24.1673,24.0934
0.0278882,-0.0058,-0.0108,5.3794,72.0,23.3365,22.8244,21.9185,20.8915,20.4279
0.975442,0.0275,0.0053,0.0,46.7,25.6257,23.5651,22.4329,21.4015,20.9076
0.804497,0.0195,-0.0058,0.4686,4.2,25.4913,24.757,24.5089,24.3568,24.5751
0.643974,0.0127,-0.0244,0.0,3.9,,,,24.3491,23.3309
0.661167,0.0243,0.0049,1.007,3.3,25.4614,25.5121,25.1406,24.4798,24.2005
0.74936,0.0223,0.0026,1.0761,5.4,24.8094,24.139,24.0402,23.8933,23.8808
0.119233,0.0222,0.0025,1.219,5.5,25.2864,25.0902,24.3639,23.9518,24.5118
0.260143,0.0196,-0.0038,1.0886,6.7,24.5498,24.0842,23.8467,23.6384,23.2731
0.703689,0.0197,0.0195,0.9533,4.0,26.8417,26.8291,25.5917,24.235,23.2111
0.0199796,0.0196,-0.0044,2.2393,26.2,24.377,23.7376,22.6973,22.1198,21.8885
0.361686,0.0244,0.0049,0.796,8.5,,25.4843,23.8896,23.3473,22.8886
0.656536,0.0258,0.0048,2.5203,7.3,,24.9012,24.1732,24.0605,23.7469
0.597993,0.0265,0.0049,0.653,7.9,26.7763,25.4862,24.7433,23.5371,22.9834
0.549669,0.0248,0.0085,3.1366,5.8,25.7362,25.3253,24.9952,24.0274,23.6053
0.707342,0.016,-0.0079,0.7844,4.4,25.9292,25.3099,24.7193,24.2203,24.117
0.115547,0.0156,-0.071,0.8529,5.2,24.6647,24.3542,24.2863,24.0674,24.1399
0.520832,-0.0062,0.0049,1.5115,4.5,25.292,24.9347,24.8478,24.268,
0.532212,0.0348,0.008,0.9512,4.6,25.4677,25.682,24.9623,24.0353,24.0623
0.463335,0.0196,-0.0026,0.9397,5.0,24.5183,24.1822,24.1691,24.0703,23.8756
0.664082,0.0249,0.0082,0.683,3.7,,,,24.1679,22.8598
0.219339,0.0195,-0.0013,1.3717,4.9,25.2229,24.461,24.0966,24.1878,24.1331
0.745966,0.0249,0.0084,0.8313,3.4,25.5507,24.9563,24.4161,24.0716,23.6635
0.889287,0.0223,0.0022,0.0,4.6,25.2492,25.0929,25.1191,24.306,24.1096
0.0118493,0.035,0.0081,1.8784,9.7,25.0885,24.4234,24.0081,23.2286,22.4642
0.023398,0.027,0.0088,1.8872,21.5,25.3191,24.2786,23.0162,22.2263,21.8094
0.721663,0.0263,0.0047,1.6758,4.5,25.975,24.7808,24.3421,24.2325,23.9842
0.0238102,0.0196,-0.0052,1.889,11.8,24.8479,24.1152,23.4239,22.95,22.7796
0.927807,0.0153,0.0194,0.0,4.9,,,25.8711,23.7718,23.044
0.604906,0.0249,0.0085,0.6073,3.0,25.0724,24.814,24.469,24.2215,23.8279
0.656712,0.031,0.0066,0.7942,5.2,24.3728,24.2812,24.2358,23.8297,23.3455
0.182986,0.0196,-0.0047,0.7853,6.3,24.3344,24.1591,23.952,23.8034,23.2383
0.0172219,0.0295,0.0064,1.9587,14.4,23.7039,23.4731,23.2013,22.8607,22.5736
0.494866,0.0179,0.0037,0.9229,2.9,25.634,25.3502,25.7041,24.5704,
0.418999,0.0161,-0.0075,1.2792,5.4,24.9481,24.5558,24.3937,23.8493,23.4025
0.0575127,0.0251,0.009,1.8524,5.7,26.0454,25.8493,24.9763,24.0173,23.3952
0.817725,0.0234,0.0037,0.5199,4.0,24.8485,24.7809,24.5069,23.8704,23.8574
0.747338,0.0228,0.003,0.5488,14.7,23.9722,23.7677,23.4762,22.7915,22.6297
0.00415743,0.0153,-0.0125,3.3866,16.6,24.0584,23.8458,23.2117,22.5378,21.9452
0.503884,0.0204,0.0045,1.3902,5.5,25.4831,25.193,24.5364,24.1517,24.9646
0.436023,0.0242,0.0047,0.7616,4.4,,25.9681,25.3913,24.2497,24.0713
0.5615,0.0373,0.005,0.4942,5.4,,26.3621,25.3352,24.023,23.6675
0.172018,0.0244,0.0048,0.9805,4.9,26.6644,25.8746,25.0596,24.098,23.6037
0.582546,0.0214,-0.0159,1.4217,3.7,25.6033,25.1847,24.6135,24.3408,24.3153
0.0172874,0.0158,-0.0093,1.7903,13.3,24.5919,24.1423,23.5953,22.8751,22.6948
0.727864,0.0104,-0.0341,0.0,4.3,,27.0848,25.6034,24.2932,23.8134
0.10759,0.0196,-0.0057,1.4346,6.4,24.9149,24.5405,24.4025,23.8855,23.8884
0.920315,0.0197,-0.004,0.5152,4.8,,25.1148,24.4241,24.215,24.4582
0.425307,0.0078,-0.0708,0.0,8.1,,25.448,24.0756,23.3818,23.1952
0.00737455,0.0246,0.0089,2.0355,10.1,24.0428,23.8639,23.5636,23.0862,22.6484
0.551785,0.0132,0.0023,2.9284,6.1,25.6799,25.0084,24.4615,24.2,23.805
0.646625,0.0101,-0.0237,1.289,3.3,24.8772,24.5665,24.4619,24.2062,23.8547
0.105395,0.0249,0.0084,1.9667,4.6,24.8244,24.57,23.9971,23.6866,23.7066
0.823101,0.0275,0.0052,0.6482,11.0,,27.7597,25.4879,23.1741,22.5099
0.980976,0.0269,0.0164,0.0,147.5,25.182,22.8415,21.6888,20.16,19.5096
0.689682,0.0264,0.0048,1.7299,3.7,26.1622,25.6599,25.0602,24.4603,24.1993
0.0259308,0.0134,-0.0209,2.0615,6.4,24.4056,24.2028,23.9533,23.7724,23.4394
0.979609,0.0353,0.0082,0.0,18.2,24.4549,23.2879,22.7943,22.5638,22.3698
0.981413,0.025,0.0081,0.0,44.6,22.7991,22.002,21.677,21.5204,21.4681
0.725646,0.0129,-0.0235,1.3018,6.2,25.0713,24.6332,23.961,23.7704,23.6589
0.0081227,0.0197,-0.0028,2.1548,10.9,25.5591,24.7771,24.2396,23.1431,23.0059
0.983017,0.0287,-0.0027,0.0,42.7,27.0338,24.2808,23.0923,21.5714,20.9014
0.580993,0.0139,-0.0183,0.5169,7.1,25.2134,24.6788,24.3667,23.5885,23.3435
0.0305243,0.0131,-0.0226,1.6741,23.7,23.0216,22.9272,22.7746,22.1985,22.1082
0.522925,0.0159,-0.0092,0.0,3.5,25.2961,25.103,24.8203,24.5243,24.9057
0.639742,0.013,-0.0233,0.53,2.9,25.4961,24.831,24.6581,24.5661,24.5124
0.510654,0.0169,0.0001,1.3203,4.9,,27.0264,25.3519,24.356,23.574
0.265165,0.0128,-0.0246,0.5995,6.9,26.3741,25.0367,24.6877,23.5324,22.6798
0.981384,0.0196,-0.0055,0.0,195.4,24.7995,22.3039,21.159,19.8592,19.3137
0.339055,0.0197,-0.0027,1.1334,4.9,26.3396,25.6122,25.1761,24.0372,23.5291
0.211215,-0.0025,0.0272,0.9168,21.3,22.5812,22.0563,22.1663,22.3095,22.4159
0.666925,0.0239,0.0042,1.3779,3.3,25.5803,25.1003,24.7494,24.3799,24.5963
0.0465572,0.0328,-0.0051,1.6787,16.6,25.8024,24.4252,23.1872,22.4983,22.108
0.536179,0.0197,-0.0036,1.1389,3.6,25.8831,25.28,25.2575,24.576,24.2518
0.708952,0.0338,-0.0026,0.6955,4.8,25.1223,25.0561,24.6803,24.1931,24.0137
0.0131421,0.0126,-0.026,1.4873,7.9,24.9208,24.2577,23.633,23.5176,23.3958
0.415681,0.0121,0.0126,0.8006,13.9,24.7509,23.6415,23.0724,22.7387,22.6811
0.892629,0.0472,0.0062,0.5065,12.8,,25.728,24.5874,23.0057,22.3831
0.144537,-0.0014,0.0093,1.7625,8.2,24.849,24.6422,24.1388,23.5325,22.8303
0.630859,0.0141,-0.0175,0.5646,3.7,,26.8503,25.643,24.4114,23.7321
0.912734,0.0196,-0.0018,0.3021,8.8,,26.4146,24.8218,23.4557,22.9394
0.132967,0.0158,-0.0101,1.967,5.5,24.7102,24.0732,23.8611,23.9583,23.4979
0.0274588,0.0245,0.0089,3.1544,53.8,22.769,22.3218,21.6524,21.2549,21.1992
0.542811,-0.0072,-0.0284,1.9752,4.9,25.194,25.0828,24.7204,24.5757,23.9878
0.430006,0.0243,0.0046,3.1429,4.1,,25.283,24.6318,24.4655,
0.581903,0.0137,-0.0198,0.0,3.3,26.4151,26.0437,24.8566,24.5716,24.2035
0.434362,0.0276,0.0052,1.0039,7.9,24.7618,24.5905,24.2805,23.5393,23.3778
0.0801064,0.025,0.0075,1.0768,18.5,23.6375,23.3728,23.0715,22.4417,22.2399
0.767232,0.004,-0.0301,0.3749,13.8,,25.3205,24.2449,22.8652,22.463
0.0118791,-0.0011,-0.0069,2.1293,5.6,25.604,24.1617,23.7102,23.4317,23.587
0.0244061,0.0249,0.0086,2.2303,30.9,23.3026,22.992,22.622,21.8497,21.5781
0.939117,0.0134,-0.0213,0.0,5.6,,25.6643,24.6233,24.0953,23.9402
0.551136,-0.0072,-0.0283,1.972,4.9,25.2375,25.124,24.7209,24.5437,
0.542362,0.0251,0.0082,1.0327,6.0,24.9176,24.5816,24.3669,23.9684,23.3753
0.100545,0.0325,0.0062,1.9097,11.7,25.582,24.6666,23.6514,23.1594,22.8666
0.0216712,0.0226,0.0027,3.4632,28.6,23.099,22.8949,22.6657,21.9884,21.6833
0.674296,0.0244,0.0046,0.75,6.4,,26.4689,24.5984,23.6466,23.1126
0.756373,0.0197,-0.0044,1.1417,4.7,24.7816,24.527,24.4717,24.366,24.1587
0.137126,0.0113,0.0173,1.5487,7.4,27.0938,25.661,24.4222,23.379,22.5043
0.701576,0.0277,0.0053,1.1023,4.0,25.4245,25.0492,24.7876,24.298,24.2915
0.376896,0.023,0.0031,1.2015,4.4,26.4491,,25.5719,24.1163,23.4654
0.61201,0.0251,0.009,0.755,3.6,25.7707,25.2928,24.6838,24.4082,24.2006
0.105954,0.021,-0.0055,1.3927,9.8,24.7059,23.9893,23.3869,23.2435,23.1783
0.604104,0.0229,0.0031,3.0287,7.5,25.4246,24.9578,24.6652,24.2044,23.9379
0.0286241,0.0154,-0.0124,2.128,75.5,22.5504,21.877,21.1281,20.8554,20.603
0.651806,0.0137,-0.02,1.0121,3.4,24.9348,24.6582,24.6008,24.3731,24.395
0.619074,-0.006,0.0048,1.3771,4.8,25.2192,25.3855,25.0532,24.2665,
0.422274,0.0129,-0.0241,2.7603,5.7,25.4983,24.7281,24.6328,24.1199,23.6287
0.713028,0.0275,0.0051,0.8657,3.8,25.9847,25.9048,25.5494,24.5568,24.4081
0.227016,0.0269,0.005,1.1343,9.6,26.8917,25.4889,24.0404,23.226,22.7965
0.00783942,0.0165,-0.0728,1.9633,11.2,24.6323,24.1413,23.5369,22.8368,22.7692
0.584116,0.0248,0.0088,1.1178,3.5,25.6254,25.7343,25.0855,24.393,24.8688
0.166113,0.0251,0.0083,1.3971,11.0,27.492,25.2157,24.1012,22.9596,22.0761
0.823323,0.023,0.0031,2.6392,7.3,25.4212,24.9315,24.631,23.8817,23.4845
0.000438152,0.0251,0.0077,3.783,14.3,24.02,23.6828,23.4046,22.9358,22.7412
0.48119,-0.0021,-0.0167,1.6153,5.0,25.884,26.1288,25.0652,23.9499,23.4228
0.702237,0.013,-0.0237,0.0,3.6,,26.0411,25.5241,24.3419,23.6297
0.0622091,0.0238,0.004,1.9034,10.2,24.8104,23.9629,23.3564,23.2044,23.2076
0.328584,0.0199,-0.006,0.9324,15.1,25.877,24.496,23.7415,22.8026,22.5106
0.731009,0.0231,0.0032,1.6943,5.4,26.1285,25.1455,24.6199,23.9686,23.4275
0.0889964,0.0113,0.0176,0.7926,9.6,25.6677,24.7338,23.9231,23.1184,22.802
0.556024,0.0106,-0.0326,1.7367,3.8,24.8071,24.6258,24.5028,24.3104,23.9319
0.982005,0.0035,0.0002,0.0,22.7,24.5113,23.2084,22.6099,22.3455,22.1835
0.809588,0.0219,0.0123,1.742,5.1,25.3668,24.3859,24.1388,24.0119,24.1814
0.0107802,0.0179,-0.0676,2.2593,16.5,23.3672,22.9647,22.8624,22.5737,22.4347
0.0214374,0.0199,-0.0061,2.1392,5.5,26.7201,25.8232,24.515,24.0803,23.8366
0.510745,0.0236,0.0037,2.4516,6.3,25.5068,24.8308,24.3445,23.8681,23.5733
0.00447053,0.0219,0.0118,1.8847,8.4,26.8065,25.4803,24.9208,23.1478,22.4124
0.236406,0.0134,-0.0009,1.4622,8.9,24.3909,23.9729,23.6134,23.0304,22.5785
0.510523,0.0225,-0.013,1.3405,3.5,25.1978,24.893,24.7434,24.482,24.7053
0.151312,0.0131,-0.0233,1.9381,5.1,25.6539,25.194,24.6908,23.9308,23.9567
0.0698029,0.0157,-0.0113,1.676,7.3,25.3855,24.6242,24.2246,23.4457,23.0094
0.627185,0.0161,-0.0088,1.7648,3.8,24.9972,25.0237,25.0797,24.3261,23.698
0.506539,0.0236,0.0037,2.4797,6.4,,25.2747,24.8889,24.3679,24.0223
0.0105354,0.019,0.0215,1.2939,8.1,24.6094,24.3279,24.1985,23.4874,23.3793
0.00166332,0.0254,0.0089,2.4968,8.0,25.4986,24.4852,23.941,23.5629,23.2477
0.728022,0.0269,0.0049,1.0786,4.0,25.4875,25.4985,25.2577,24.2719,24.0037
0.0766445,0.021,0.0169,1.6722,5.8,,25.567,24.6663,23.5898,22.6685
0.30523,0.0134,-0.0219,0.7868,9.6,26.5829,24.7741,24.1001,23.2088,22.3661
0.727423,0.016,-0.0101,0.584,3.8,25.9167,25.2223,24.6091,24.4104,24.3076
0.762257,0.0252,0.0076,1.083,4.6,24.8876,24.4465,24.4078,24.2058,23.9164
0.578383,0.0198,-0.0047,0.0,3.4,,26.8426,26.4695,24.5908,23.9082
0.0123722,0.0278,0.0052,1.8247,8.4,25.3474,24.9293,24.2416,23.3202,22.6918
0.969281,0.002,-0.0143,0.0,24.3,,25.0886,23.6633,22.1675,21.4676
0.685935,0.0252,0.0077,0.5998,3.8,25.7628,25.3968,25.0501,24.5345,24.0685
0.667415,0.0157,-0.0117,1.3233,3.4,,25.8434,24.8752,24.3666,24.3621
0.0294362,0.0214,0.0154,1.3186,43.0,23.4281,22.728,21.8373,21.5016,21.3101
0.0165483,-0.0003,-0.0004,3.4621,36.6,22.8097,21.9773,21.7036,21.4849,21.3922
0.12948,0.0162,-0.0086,1.585,6.0,25.9931,25.237,24.1294,23.8279,24.6525
0.0291762,0.0155,-0.0128,1.4954,18.6,25.7047,24.5274,23.5026,22.3373,21.9782
0.546665,0.0239,-0.0072,0.8107,29.4,24.2692,23.6947,22.8984,21.9009,21.4395
0.505565,0.0217,0.0135,0.8219,4.3,,26.5062,25.7006,24.2601,23.6808
0.0744212,0.0245,0.0047,1.3203,4.4,24.6712,24.535,24.4226,24.2478,23.6911
0.508531,0.0205,0.0183,2.0395,5.7,25.3229,25.0655,24.5259,23.8009,23.2682
0.582563,0.025,0.0052,1.6492,4.1,25.6667,25.4391,25.1328,24.5288,
0.309814,0.0183,-0.0152,1.0591,9.4,24.375,24.2037,24.0537,23.2862,23.0678
0.022656,0.02,0.0195,1.7116,24.5,23.4286,22.6838,22.2979,22.2011,22.1144
0.125296,0.0209,-0.0721,0.6599,6.3,25.3458,24.6599,24.0746,23.7384,23.626
0.0150444,0.0249,0.0051,1.8143,8.5,26.0339,24.7905,23.8611,23.6084,23.5115
0.0269111,0.0263,0.0046,3.0659,39.8,23.8311,22.7279,22.0128,21.6557,21.2827
0.409453,0.0129,-0.0253,1.6988,3.0,,,25.3987,24.6147,24.2182
0.198683,0.0188,0.0062,2.216,6.1,25.0772,24.6472,24.2556,23.8632,23.3357
0.012075,0.0162,-0.0091,1.2035,9.8,24.3808,24.2132,23.7655,23.0959,22.9501
0.0122216,0.0279,0.0052,1.6558,14.5,23.9353,23.6791,23.3002,22.8299,22.395
0.977096,0.0161,0.0142,0.0,60.7,27.454,24.4227,22.9519,21.1533,20.3296
0.622692,0.0251,0.009,1.8596,4.8,25.8576,25.7915,25.0244,24.1644,24.4466
0.53144,0.0131,-0.0656,0.9361,3.4,25.0458,24.7546,24.7602,24.5451,24.4732
0.503495,0.0253,0.0075,0.3919,9.3,,26.3047,24.6258,23.0934,22.6329
0.660818,0.0134,0.0031,1.7825,3.8,25.6528,25.16,25.0684,24.52,23.9681
0.0145699,0.0249,-0.0053,1.8713,13.1,25.5944,24.6489,23.4792,22.8736,22.6678
0.171422,0.0235,0.0035,0.9746,4.0,26.4986,25.7234,24.8225,24.3482,24.5315
0.0646748,-0.001,-0.007,1.5121,10.8,24.5657,24.1168,23.198,23.0005,22.6034
0.803863,0.0199,-0.004,0.4585,7.3,25.6419,24.8938,24.0405,23.6328,23.5571
0.981603,0.0198,-0.0025,0.0,68.0,26.4842,23.5179,22.2301,21.0159,20.4902
0.652085,0.0246,0.0047,1.7458,3.9,25.9452,25.1568,25.0298,24.4531,23.6705
0.367149,0.0251,0.0087,1.0274,16.1,24.3645,23.8813,23.4667,22.5737,22.3706
0.0115496,0.0245,0.0046,1.8938,9.6,,25.2161,23.8394,23.2623,23.0714
0.133743,0.0131,-0.0236,1.2765,6.7,25.4403,25.2878,24.3401,23.6065,23.4461
0.646221,0.0112,-0.0107,1.1195,4.2,25.8525,25.2793,24.8435,24.3908,24.3468
0.0997254,0.0277,0.0051,1.4152,5.6,24.5247,24.2298,24.3162,24.092,24.3235
0.54204,0.0292,-0.0011,0.9364,3.0,,26.5358,25.7658,24.6349,24.6492
0.0114089,0.0297,0.0063,2.4082,17.8,24.2743,23.3863,22.86,22.628,22.5999
0.981607,0.0259,0.0002,0.0,17.1,27.1074,24.4216,23.3147,22.646,22.3195
0.0909104,0.0134,-0.0219,1.3454,5.1,24.9573,24.8875,24.5308,24.201,23.79
0.662481,0.0213,0.0048,0.6065,13.4,23.9593,23.6558,23.1956,22.7374,22.8804
0.726726,0.0245,0.0046,1.1592,4.2,24.4156,24.2098,24.2741,24.1719,23.7605
0.981133,0.007,-0.0139,0.0,39.1,26.7192,24.2957,23.1129,21.6429,21.065
0.492233,0.0209,0.0173,1.2517,3.2,,25.2456,25.0482,24.6037,24.5642
0.0693423,0.0254,0.0087,1.4871,5.0,25.2185,24.6955,24.1512,24.0244,23.8934
0.00754267,0.0107,-0.0316,2.4787,11.9,24.3414,24.0666,23.7527,22.8942,22.5699
0.375642,0.0108,-0.033,1.5168,4.7,26.2423,25.7172,25.1192,24.1951,24.1247
0.0220389,0.0242,0.0042,1.9879,26.3,23.4794,22.8781,22.2759,22.1364,21.9064
0.963507,0.0289,-0.0028,0.0,17.0,23.9825,23.1386,22.8393,22.6238,22.4628
0.0453005,0.0161,-0.0097,1.2688,24.7,23.8875,22.9511,22.3832,22.1309,21.8632
0.14678,0.0253,0.0084,1.7464,4.8,,25.5385,24.7134,24.3501,24.9087
0.482938,0.0206,0.0183,1.2397,2.9,,,25.4158,24.5253,23.931
0.981326,0.0135,0.0022,0.0,20.7,25.9749,24.8766,23.7441,22.3964,21.6996
0.536497,0.0133,-0.0226,1.8293,4.1,25.6509,25.3302,24.6774,24.199,24.1111
0.78228,0.0252,0.009,0.5638,23.4,24.4088,23.4241,22.825,22.2086,22.1091
0.556855,0.0199,-0.0023,0.6333,5.6,25.0818,24.7219,24.0197,23.7979,23.7003
0.34602,0.0279,0.0052,0.8341,6.4,25.1484,24.7833,24.1312,23.7474,23.9355
0.00757108,0.0521,0.0093,1.8424,11.1,24.1667,23.6936,23.6209,23.3423,23.2974
0.0316838,0.027,0.0049,1.5519,19.1,24.452,23.8448,23.0758,22.4687,22.2019
0.0816501,0.0136,-0.0212,1.4436,7.9,23.9436,23.7274,23.5901,23.3624,22.8525
0.436485,0.0136,-0.0667,1.162,4.3,24.7805,24.6282,24.5263,24.4402,23.9081
0.981812,0.0144,-0.0164,0.0,123.6,25.2429,22.7284,21.5838,20.3765,19.8761
0.541241,0.0141,-0.0165,0.4386,5.1,25.2086,24.947,24.5876,23.9608,23.5353
0.0431087,0.0142,-0.0181,2.1226,6.3,24.4545,24.0038,24.13,23.68,23.4212
0.151606,0.0108,-0.0318,0.8742,7.2,25.1663,24.8805,24.2099,23.7137,23.6855
0.0183792,0.0298,0.0147,3.4855,60.4,22.9004,22.4042,21.8883,21.1478,20.8875
0.591664,0.0136,-0.0667,1.1953,4.4,24.756,24.6508,24.5193,24.312,24.119
0.2414,0.0238,0.0038,0.9556,7.4,25.2707,24.9447,24.1592,23.6364,23.4252
0.881149,0.0265,0.0046,0.4488,6.6,,26.3667,24.9205,23.7494,22.9246
0.627158,0.0296,0.0009,1.2105,4.0,,25.7462,24.5611,24.4187,
0.983937,0.034,0.0064,0.0,25.1,25.0321,23.2414,22.5122,22.186,22.0425
0.625026,0.028,0.0052,0.4201,4.0,,25.6752,25.0093,24.3424,24.6783
0.0306935,0.0134,-0.0222,1.394,19.2,23.3409,23.0927,22.882,22.4589,21.831
0.446144,0.0245,0.0045,1.4904,6.1,24.7772,24.0755,23.947,23.7119,23.3264
0.00580838,0.0159,-0.0095,2.8488,11.7,24.7702,24.4872,23.8251,23.1353,22.6765
0.49698,0.0276,0.0051,0.572,3.9,26.1808,25.6263,25.068,24.4595,23.8699
0.0200574,0.0209,0.0173,4.0233,29.7,24.4179,23.8609,22.907,21.7937,21.3539
0.0241019,0.0199,-0.0043,3.2224,51.2,22.8095,22.4395,21.8915,21.376,21.0468
0.0684195,0.0131,-0.0243,2.0447,6.0,25.4194,25.3624,24.5389,23.8261,23.4367
0.191718,0.013,-0.0248,0.9541,12.1,23.5426,23.3367,23.3151,22.9364,22.7148
0.246009,0.0071,-0.0142,1.1968,36.6,23.6255,22.8209,21.9251,21.679,21.4715
0.980987,0.0254,0.0077,0.0,52.6,27.7853,23.6597,22.4523,21.333,20.8291
0.839456,0.0282,-0.0177,0.6564,6.6,,25.8616,24.5448,23.8139,23.3716
0.0131932,0.0156,-0.0132,1.4293,12.2,24.9166,24.4381,23.7893,22.9909,22.3786
0.924974,0.0254,0.0083,0.0,7.7,,,26.2178,23.5758,22.6356
0.0919205,0.0199,-0.0053,1.2671,7.8,24.9912,24.4114,23.8276,23.5689,23.3485
0.0294407,0.0177,-0.0736,0.9742,8.6,24.346,23.9802,23.7668,23.4505,22.8838
0.529214,0.02,-0.0046,0.6823,4.1,26.0744,25.6223,25.121,24.3631,24.0669
0.972359,0.026,0.0169,0.0,28.9,25.2666,23.2707,22.3422,21.8872,21.6648
0.613371,0.0241,0.004,0.9315,6.7,,,25.1303,23.7988,22.9982
0.422779,0.0232,0.0031,0.6514,3.6,25.876,25.6066,25.3441,24.5471,23.7932
0.545101,0.0232,0.0031,2.6501,5.6,26.0901,25.8607,25.4876,24.5825,24.0791
0.484892,0.0232,0.0031,2.7709,5.9,,25.1449,24.8759,24.247,23.6057
0.983477,0.0268,0.0048,0.0,213.8,24.1336,21.7409,20.5179,19.7634,19.4402
0.641972,0.0108,-0.0318,2.2074,4.6,25.9546,25.4103,25.1179,24.4214,23.8392
0.757598,0.0212,-0.0174,0.628,3.8,,26.5704,25.4675,24.1496,23.6872
0.119542,0.0207,0.0181,0.8336,11.1,,26.6876,24.429,23.0731,22.1389
0.137782,0.0237,0.0036,1.3782,7.4,,25.3273,24.053,23.2854,23.1562
0.107541,0.0109,-0.0348,0.9987,6.1,24.8394,24.7002,24.6655,23.587,23.1272
0.537534,0.0354,0.0079,1.5975,4.1,,26.5977,25.5885,24.1942,24.0459
0.476134,0.025,0.0049,0.9316,3.6,25.6677,25.125,24.6775,24.5073,23.9687
0.18799,0.0165,-0.0079,1.0789,7.4,26.031,25.2644,24.4618,23.5795,22.6331
0.0156336,0.0128,-0.0265,1.8818,14.3,23.7797,23.5192,23.5008,22.8051,22.5448
0.931096,0.0142,-0.0672,0.0,120.0,26.2137,23.9818,22.552,20.3626,19.4511
0.581787,0.026,0.0045,1.2377,7.2,24.9494,24.5138,24.2078,23.5426,23.4224
0.0281532,0.0287,-0.0046,2.9156,49.5,23.3668,22.43,21.7393,21.4175,21.1291
0.552029,0.0512,0.0106,1.0834,4.7,,24.6708,24.2873,24.3411,24.2606
0.484995,0.0358,0.005,2.3468,6.1,25.1938,24.6599,24.608,24.0646,24.7312
0.0965424,0.0174,-0.0732,1.7104,5.7,25.4186,24.6707,24.0158,23.8564,23.5447
0.502369,0.0256,0.0086,0.8861,6.5,24.7433,24.6333,24.2904,23.7727,23.7275
0.499091,0.0045,-0.0286,2.4213,4.3,25.2535,24.7738,24.7539,24.5561,24.3859
0.779073,0.0071,-0.017,0.3976,5.3,,26.5307,24.9475,24.118,23.6489
0.498118,0.0259,0.0192,0.8215,4.0,24.5677,24.2623,24.2954,23.9919,23.4891
0.639959,-0.0036,-0.0003,1.6421,12.9,24.1577,23.9256,23.5635,22.7844,22.4523
0.983581,0.0236,0.0036,0.0,334.4,23.1806,20.9475,19.8513,19.2591,18.9651
0.738461,0.0221,0.0128,0.49,4.1,25.1887,24.9479,24.717,24.4024,24.323
0.0697942,0.025,0.005,1.8988,6.6,25.5041,24.7587,24.0042,23.7267,23.3983
0.746347,0.0218,0.015,0.8255,8.3,26.2771,24.5538,23.8902,23.5064,23.2207
0.0295018,0.027,0.0049,1.6983,40.1,23.8561,23.2124,22.5632,21.6226,21.2945
0.179078,0.0227,0.0026,0.7865,4.1,26.205,25.4622,24.6421,24.2219,24.3903
0.542971,-0.0057,0.0049,0.8398,4.2,24.5449,24.493,24.2573,24.32,23.8224
0.000699526,0.02,-0.0028,1.8436,8.0,24.7135,24.3904,24.15,23.5242,23.1069
0.730927,0.0378,0.005,1.0747,4.7,25.7812,25.5806,25.0489,24.3098,23.6873
0.96159,0.0542,0.0047,0.4026,17.4,25.8619,23.835,23.0739,22.6847,22.5125
0.0285917,0.0217,0.0148,2.6048,90.3,23.3795,22.2837,21.1395,20.5989,20.3001
0.568457,-0.0008,-0.0068,0.932,2.8,24.7332,24.7841,24.5507,24.1469,23.6983
0.396797,0.0201,-0.0646,0.4062,11.4,24.2517,23.4368,23.1646,22.9937,22.9016
0.971221,0.0127,0.0109,0.0,45.8,,24.4249,23.2284,21.4163,20.6623
0.0126376,0.0203,0.0192,2.2218,22.3,24.1583,23.4574,22.7927,22.3287,21.9724
0.0263955,0.0215,0.016,2.4744,29.7,24.723,23.2215,22.3034,21.863,21.68
0.00287056,0.0172,-0.0726,2.9253,9.5,24.5234,24.1576,23.6561,23.1019,22.3412
0.709091,0.0254,0.0085,1.0816,3.5,24.9468,24.5933,24.4191,23.9969,23.4238
0.0985366,0.0254,0.0085,1.4406,5.9,24.9197,24.3738,24.1651,23.5733,22.984
0.598014,0.0272,0.0049,0.4906,5.9,25.4876,25.0694,24.6092,23.8703,23.6172
0.945264,-0.0019,-0.0164,0.4437,7.5,,,24.0929,23.6559,23.3598
0.0197803,0.0199,-0.0024,2.5039,21.5,24.8802,23.99,23.2285,22.2422,22.0561
0.858363,0.026,0.0012,0.0,10.6,26.2331,24.5122,23.5807,23.1444,23.0162
0.74747,0.0145,-0.0169,1.2314,3.9,24.7451,24.6666,24.4908,24.0466,23.6175
