CLASS_STAR,PSF_e1,PSF_e2,scalelength,model_flux,MAG_u,MAG_g,MAG_r,MAG_i,MAG_z
0.00541778,-0.0086,-0.0109,1.9448,5.2,24.5536,24.3759,24.3887,24.0797,23.5489
0.0637393,-0.0055,-0.006,0.9601,3.4,25.3189,25.0737,24.8585,24.4713,23.9833
0.13861,-0.0091,0.0101,0.0,45.9,27.7607,24.7108,23.4136,21.4246,20.5317
0.0826012,-0.0016,0.0021,1.4285,4.3,26.445,25.8237,24.9644,24.2591,23.9499
0.000283238,-0.0073,-0.0459,3.5402,15.4,23.7285,23.2063,22.9897,22.8205,22.2904
0.0625826,-0.009,-0.0538,2.0108,5.0,25.694,25.2947,24.4015,23.9846,23.6639
0.129398,-0.0031,-0.0294,1.2008,5.4,24.9917,24.6644,24.3296,23.8627,23.8238
0.00123849,-0.0071,-0.0434,1.9579,4.4,25.8715,25.5095,25.3812,24.2638,23.4555
0.0663523,-0.0041,-0.0019,1.4558,6.8,24.141,23.8901,23.828,23.4718,22.8811
0.860445,-0.0096,-0.0084,0.5663,7.3,26.7829,25.5599,24.3377,23.7633,23.2444
0.976148,-0.0088,-0.0469,0.0,45.1,25.6657,23.6293,22.6562,21.4672,20.9501
0.435434,-0.0081,-0.0374,1.2074,3.5,25.7916,25.5528,24.2533,23.9851,23.6627
0.00227053,-0.0075,-0.0458,1.7118,7.7,24.318,23.9443,23.8055,23.59,23.034
0.39761,-0.006,-0.0225,1.2415,3.6,25.0498,24.7171,24.7,24.4669,24.202
0.123415,-0.0078,-0.0116,0.6391,4.2,,26.9053,25.973,24.2773,23.3693
0.0104332,-0.0064,-0.0397,1.9723,13.1,24.3745,24.0099,23.417,22.759,22.0738
0.222523,-0.0162,-0.0233,1.7974,15.4,24.3887,23.847,23.3968,22.6409,22.3622
0.0862822,-0.0073,-0.0095,1.5461,7.4,25.7284,24.9602,24.0418,23.5717,22.8086
0.0423266,-0.0074,-0.0091,1.1887,14.1,25.5648,24.5116,23.8592,22.8323,22.7774
0.20363,-0.0072,-0.0431,1.8523,10.1,26.2856,25.3855,24.1757,23.1575,22.4594
0.0153817,-0.0086,0.012,1.4939,13.9,26.0472,24.9518,23.7488,22.7498,22.4986
0.00577764,-0.0083,-0.0104,1.6145,7.0,25.1664,24.2221,23.8766,23.6581,23.133
0.982037,-0.006,-0.0159,0.0,95.0,23.0961,21.5714,20.9797,20.6608,20.5279
0.00937297,-0.0024,-0.0279,2.1796,12.5,23.721,23.423,23.3225,22.9367,22.489
0.0363426,-0.0105,0.0106,0.9026,23.2,23.8459,23.2073,22.5371,22.1752,22.1353
0.6738,-0.0044,-0.0038,1.2306,2.7,25.3536,25.0938,25.2189,24.6501,24.8002
0.436976,-0.0061,-0.0177,0.5714,12.4,24.264,23.8777,23.4192,22.8987,23.2026
0.0239269,-0.0014,0.0063,1.9894,14.5,,25.6612,23.9846,22.8153,22.3633
0.00911776,-0.0077,-0.0118,2.1388,8.6,24.9737,24.6365,23.9179,23.3972,23.7204
0.122722,-0.0038,-0.0304,0.8118,4.0,,26.8775,25.0398,24.3849,24.4122
0.0147809,-0.0089,0.0115,1.1237,7.2,24.4533,24.2171,23.8943,23.5167,23.1524
0.0428471,-0.0057,-0.0067,1.2686,11.6,23.6865,23.0069,23.0424,22.9663,22.8763
0.0800628,-0.0059,-0.0138,1.8867,6.2,25.4817,24.6271,23.9785,23.8674,23.9201
0.0088702,-0.0054,-0.0269,1.718,7.5,25.0654,24.8332,24.0058,23.4802,23.3927
0.9215,-0.0066,-0.0104,0.0,22.0,26.5989,24.772,23.8964,22.204,21.3465
0.0790902,-0.0029,-0.0042,1.4179,5.1,24.0621,23.8144,23.8037,23.8248,23.3337
0.13884,-0.0061,-0.0224,0.9266,4.8,26.0346,24.8519,24.2512,24.094,23.8499
0.341778,-0.007,-0.0423,1.2689,3.2,25.6737,25.6315,25.2182,24.4221,24.5626
0.0217026,-0.0064,-0.0159,1.3812,8.7,24.0516,23.7828,23.6375,23.3686,22.9859
0.974199,-0.0079,-0.0076,0.3244,11.1,25.5358,24.4859,23.6287,23.0686,23.1215
0.091657,-0.0101,-0.057,0.5564,4.7,25.0693,24.3963,24.291,24.0534,24.2814
0.255114,0.0003,0.0049,1.5691,3.3,,25.6431,24.9116,24.5353,24.0205
0.0101481,-0.0053,-0.0285,1.2828,3.4,25.5576,25.063,25.1457,24.4857,24.1712
0.0201157,-0.0052,-0.0066,1.5254,10.7,25.218,24.5082,23.7256,23.1535,23.2768
0.487993,-0.0082,-0.0491,1.3401,2.2,,24.9825,24.6668,24.5333,
0.892501,-0.0067,-0.0398,0.0,8.5,,25.6398,24.3432,23.3691,23.1481
0.0731713,-0.0067,-0.0182,1.7237,38.0,26.9439,24.3451,22.7612,21.6846,21.3105
0.449032,-0.0066,-0.0405,1.2066,2.9,25.1963,24.7126,24.534,24.5755,24.5348
0.475227,-0.0071,-0.0197,2.1614,3.4,25.65,25.4224,25.1134,24.4865,
0.980158,-0.0026,-0.0051,0.0,33.0,25.9451,23.4684,22.4145,21.8515,21.5849
0.521407,-0.0045,-0.0055,0.521,3.1,24.9297,24.5936,24.5843,24.3172,24.1146
0.983252,-0.0125,-0.0573,0.2906,259.8,23.6008,21.37,20.1749,19.5265,19.2034
0.00674579,-0.0052,-0.0362,1.5655,3.6,25.464,24.7251,24.4783,24.4705,
0.116315,-0.0049,-0.0349,1.2269,4.9,24.7544,24.5746,24.5736,24.1731,23.3048
0.414191,-0.0051,-0.0367,0.7804,3.7,24.7482,24.4565,24.3775,24.2082,24.1327
0.0289259,-0.0067,-0.0126,2.9,85.2,23.8658,22.4283,21.3261,20.7611,20.4232
0.000266694,-0.0075,-0.0093,2.6598,9.8,24.2711,23.8063,23.6946,23.4118,23.1642
0.101169,-0.0089,-0.0506,1.3342,6.5,24.707,24.6837,24.4531,23.7457,23.4949
0.602481,-0.001,0.005,0.0,9.6,,27.1871,24.8277,23.223,22.6857
0.111295,-0.0036,-0.0268,1.5012,6.1,25.103,24.8399,24.3921,23.8103,23.6669
0.107631,-0.0055,-0.0268,1.8602,9.0,25.0353,24.64,23.8686,23.3584,23.1666
0.746292,-0.0109,-0.0578,0.0,10.5,,25.018,23.7345,23.0377,22.6588
0.02929,-0.0063,-0.0409,2.2425,5.1,24.7243,24.5102,24.2798,24.0984,23.9095
0.014489,-0.0075,-0.0077,1.8265,11.2,24.8555,24.1679,23.3891,22.8541,23.5448
0.0282559,-0.0,0.0043,2.0142,52.5,22.5006,21.8008,21.3584,21.2429,21.1015
0.35366,-0.007,-0.0084,0.4239,3.7,25.0105,24.7554,24.8044,24.4283,24.8818
0.00327822,-0.0029,-0.0295,2.7975,10.6,24.8334,24.4703,23.9418,23.1458,22.9389
0.0908935,-0.0111,-0.0416,1.2143,5.3,25.2656,24.3871,24.2757,24.074,24.1834
0.770611,-0.0066,-0.0086,1.6664,50.6,26.6171,24.092,22.7971,21.2892,20.558
0.979849,-0.0092,-0.0181,0.0,43.6,22.9305,22.0677,21.6995,21.5409,21.407
0.0125193,-0.0056,-0.0061,2.1903,3.3,25.4732,25.1156,25.1808,24.4743,23.9021
0.133993,-0.0108,0.0097,2.6031,6.8,24.9336,24.6095,24.1861,23.8368,23.6246
0.0288946,-0.0113,0.0079,1.1777,44.0,23.1295,22.5886,22.1339,21.4933,21.2569
0.0254814,-0.0045,-0.0334,0.9883,8.1,24.6133,24.4121,23.9532,23.4334,23.7158
0.96291,0.0022,0.0062,0.0,24.4,27.5671,24.4879,23.1906,22.1825,21.8472
0.00742752,-0.0044,-0.0017,2.2914,11.6,24.5615,23.637,23.1135,22.9779,22.77
0.104993,-0.0039,-0.0329,1.0343,4.0,25.0722,24.5189,24.5786,24.2907,24.8614
0.0269039,-0.0106,0.0082,1.7257,26.0,25.754,24.3398,22.8652,22.0978,21.7827
0.00204334,-0.0086,-0.0109,1.4953,3.4,25.3409,25.1552,25.138,24.6154,
0.592927,-0.0089,-0.0099,0.7289,6.6,26.412,25.593,24.7361,23.7018,23.1224
0.399413,-0.008,0.0139,0.0,132.8,24.7996,22.3106,21.0981,20.2574,19.9013
0.0246291,-0.0065,-0.0298,1.4233,18.3,24.2393,23.1526,22.7049,22.516,22.4159
0.964266,-0.012,-0.0126,0.0,24.1,25.6732,23.6265,22.7211,22.2222,22.1065
0.0754388,-0.0084,-0.0473,0.9833,7.9,25.1175,24.6122,23.9324,23.4801,23.543
0.086542,-0.0076,-0.009,1.5442,25.4,25.5636,24.2789,23.0726,22.0999,21.7591
0.018296,-0.0075,-0.0092,2.3897,8.1,24.0882,23.7276,23.586,23.3814,22.8957
0.438938,-0.0076,-0.0164,0.5071,4.9,25.3243,24.9091,24.4691,24.1123,23.7044
0.022454,-0.0076,-0.0082,1.6594,5.0,26.9384,25.1687,24.4964,24.0762,23.4183
0.226546,-0.0108,0.0078,0.0,5.4,,26.1133,24.7999,24.0965,23.7745
0.00025564,-0.0061,-0.0164,2.4411,7.1,24.5249,24.3897,24.1141,23.6232,23.2311
0.000918062,-0.0091,0.0117,1.6281,7.7,25.3729,24.587,24.1013,23.4643,22.8075
0.0273605,-0.0011,0.003,1.8943,36.0,23.4198,22.8263,22.1837,21.7,21.4716
0.0150486,-0.0063,-0.04,3.135,19.5,25.6475,24.7418,23.5138,22.4149,22.091
0.164225,-0.0083,-0.0124,1.517,7.7,,25.5158,24.5658,23.4093,22.6937
0.01811,-0.0025,0.0013,1.8141,5.2,,25.1038,24.2693,24.0801,23.9895
0.9818,-0.006,-0.0245,0.0,43.6,,24.1064,22.7602,21.5492,21.0052
0.303501,0.0008,0.0056,0.817,4.8,26.5159,26.8082,25.3988,24.0024,23.4652
0.00613404,-0.0039,-0.0291,1.1827,4.4,24.7008,24.579,24.467,24.2386,23.972
0.0458825,-0.0068,0.0176,0.6555,2.8,25.251,24.7262,24.6616,24.6008,24.9948
0.979271,-0.0058,-0.0044,0.2907,20.2,,25.3817,23.9296,22.4121,21.7125
0.00238764,-0.0075,-0.0427,2.0533,6.5,26.1036,25.5822,24.6119,23.6175,22.6482
0.0228518,-0.0038,-0.0041,2.5684,30.5,23.7305,23.1925,22.3073,21.8949,21.6368
0.629511,-0.0121,-0.0206,1.0034,4.6,,26.5346,24.6913,24.2383,24.3424
0.0321254,-0.0054,-0.0285,2.5507,3.7,26.7019,26.178,25.5723,24.6455,24.4009
0.150602,-0.007,0.0,0.9575,4.1,25.6846,25.3237,24.8947,24.343,23.8163
0.000200375,-0.0026,0.0012,1.784,7.4,24.594,24.1239,23.9435,23.6236,23.3158
0.0282873,-0.0066,-0.0087,1.439,18.7,23.6685,23.4068,22.9731,22.5053,22.495
0.0257288,-0.0073,-0.0336,2.1763,22.2,24.4251,23.3243,22.6054,22.2542,21.8609
0.541176,-0.0085,-0.0041,0.6272,2.9,,25.878,25.0401,24.4375,23.8632
0.0573304,-0.0114,0.006,2.7216,6.3,27.1169,26.1464,25.0907,23.9679,23.4043
0.153488,-0.0073,-0.0119,0.945,6.9,23.8737,23.7426,23.7552,23.5633,23.1627
0.0433037,-0.0058,-0.0161,1.2662,53.2,24.3815,23.2784,22.1778,21.2833,20.8964
0.089113,-0.0066,-0.0159,1.0182,9.9,25.3967,24.5642,23.7627,23.2831,23.249
0.199401,-0.0067,-0.0155,0.9866,5.6,26.0304,25.5659,24.7859,23.9567,23.5956
0.0331677,-0.0088,-0.0107,1.297,40.1,24.1852,23.2788,22.1878,21.5991,21.3116
0.0309852,-0.0075,-0.0444,2.2929,43.3,25.8316,24.4732,22.8068,21.4917,20.9098
0.0943765,-0.0119,0.0043,1.0273,4.6,24.6724,24.4206,23.8692,23.4547,23.2092
0.0115856,-0.0091,-0.0536,1.9306,6.9,24.4266,23.9684,23.9257,23.5457,23.3167
0.0116009,-0.006,-0.0138,1.7157,10.5,24.7667,24.3729,24.0281,23.2556,23.0642
0.659775,-0.0099,-0.034,0.2339,18.6,,25.2871,24.0206,22.5146,21.7739
0.00139057,-0.0101,-0.0538,2.2967,4.5,25.5003,25.2183,24.9812,24.2301,23.5703
0.190319,-0.005,-0.0216,0.8587,40.9,26.5338,24.0035,22.4982,21.5821,21.2249
0.00292627,-0.0035,0.0007,2.5471,10.0,24.6082,24.254,23.6332,23.2106,23.1106
0.342732,-0.0072,-0.0181,0.6209,3.0,25.2911,24.7564,24.6165,24.6105,24.1752
0.0383951,-0.0071,-0.041,2.046,6.7,,,25.1577,23.5096,22.5871
0.175028,-0.0073,-0.0195,1.4582,4.7,25.59,24.7248,24.2251,24.1504,24.1724
0.0855121,-0.0069,-0.005,1.5727,4.8,25.997,25.2255,24.3715,24.053,24.1952
0.0443919,0.0001,0.005,1.2954,8.3,24.7523,23.9572,23.4173,23.3574,23.0666
0.000985162,-0.0063,-0.0247,2.6296,6.3,24.6831,24.3459,23.8969,23.7911,23.4779
0.076696,-0.0085,0.012,0.0,22.2,27.3952,24.9811,23.6442,22.2866,21.6692
0.978228,-0.0028,-0.001,0.0,94.3,25.3369,23.4116,22.156,20.6627,20.0365
0.323369,-0.0077,-0.0079,0.675,3.3,25.0998,24.7858,24.8273,24.5736,23.8162
0.67091,-0.0082,-0.0166,1.5321,3.1,25.9584,25.4955,25.3592,24.524,24.2752
0.357605,-0.0075,-0.0145,0.8878,4.2,26.2582,25.1632,24.3657,24.109,24.5112
0.0637673,-0.0062,-0.023,1.2021,24.1,24.0074,23.5688,23.0791,22.2062,21.7454
0.00169998,-0.0121,0.0066,1.9453,6.8,24.8806,24.4534,24.253,23.8421,23.7802
0.000390655,-0.0028,-0.028,3.1672,8.9,24.5637,24.0633,23.8512,23.6422,23.9222
0.000556863,-0.0069,-0.0209,2.1337,6.9,24.508,24.0796,23.5426,23.5316,23.5619
0.143152,-0.0077,-0.0077,0.5881,4.2,25.5072,25.3257,24.7954,24.2882,
0.0281087,-0.0062,-0.0183,2.856,46.9,23.0899,22.1186,21.6903,21.46,21.3116
0.116482,-0.0043,-0.0315,1.1999,7.9,25.1597,23.7982,23.5811,23.4267,23.3673
0.442921,-0.0055,-0.0284,0.5217,3.9,24.3791,24.2077,24.527,24.334,24.3465
0.028658,-0.0088,-0.0522,2.3212,59.9,23.2404,22.3374,21.4582,21.1299,20.8793
0.705183,-0.0097,-0.0535,0.5244,2.5,25.143,24.9398,24.7427,24.6411,24.6197
0.0243407,-0.0089,-0.0468,2.276,6.5,25.3312,24.7173,24.1987,23.7185,23.7916
0.469899,-0.0029,-0.001,0.4681,4.0,25.5107,25.413,24.7507,24.2259,24.5146
0.676111,-0.0071,-0.0405,0.5811,3.8,25.2296,25.0193,24.8213,24.295,24.1711
0.0258455,-0.0055,-0.0375,1.6639,6.9,24.5937,24.1657,23.9724,23.6468,23.4778
0.0305228,-0.0095,-0.01,1.3783,23.6,24.0989,23.6053,23.0405,22.2249,21.9589
0.100425,-0.0069,-0.0306,0.9037,4.0,25.277,24.9325,25.031,24.2831,24.638
0.238889,-0.0095,-0.0515,0.4408,8.1,25.137,24.3072,23.7613,23.445,23.194
0.0179459,-0.0055,-0.0053,1.7525,15.0,24.0704,23.8254,23.4002,22.636,22.385
0.0830291,-0.0073,-0.0126,1.1627,3.7,25.2294,25.3474,25.2637,24.4266,24.2125
0.766695,-0.0044,-0.0027,0.3739,6.1,,26.4008,24.9034,23.7503,23.2438
0.0131131,-0.0075,-0.0149,1.8518,14.2,24.8225,23.8684,23.1614,22.8612,22.6911
0.0288617,-0.0165,-0.0592,1.5838,91.0,22.7176,21.7148,20.9937,20.621,20.338
0.163538,-0.0059,-0.0062,1.6844,3.1,25.0992,24.7778,24.5065,24.5491,24.2334
0.65482,-0.0074,-0.015,0.0,3.5,27.0498,25.5385,24.6781,24.5134,23.795
0.0580587,-0.0054,-0.0359,1.2344,14.0,25.3436,24.4012,23.656,22.7844,22.6258
0.0180491,-0.0061,-0.0164,3.1837,35.2,23.3649,22.8676,22.0642,21.7295,21.7161
0.107219,-0.0067,-0.0091,1.561,6.6,25.1424,24.8589,24.4332,23.7214,23.5898
0.637518,-0.0061,-0.0002,0.3566,4.7,,26.1823,24.8553,24.1626,23.5753
0.00667391,-0.0029,-0.0008,1.6527,3.2,25.0704,24.8027,24.7997,24.538,24.71
0.978295,-0.0132,-0.0114,0.0,31.3,26.4569,23.9355,22.622,21.9402,21.6404
0.00447671,-0.0107,-0.0589,2.1163,6.5,25.4769,24.5216,23.9942,23.6744,23.4777
0.0290057,-0.0035,-0.0029,2.059,55.7,23.3418,22.4482,21.5969,21.196,20.9607
0.984333,-0.007,-0.0164,0.0,26.7,,25.5013,24.0983,22.0931,21.3456
0.152214,-0.0078,-0.0443,0.9767,6.9,24.2461,24.1258,23.8194,23.6409,23.4529
0.771423,-0.0092,-0.0181,0.2454,12.5,,25.9494,24.4998,22.9927,22.3869
0.157509,-0.0086,-0.0123,0.7573,6.2,25.6067,24.67,24.0992,23.7824,23.6584
0.0203859,-0.0069,-0.0399,1.9678,7.0,24.2046,23.9693,23.8619,23.5307,23.0602
0.340239,-0.0074,-0.0412,0.9459,3.4,25.6817,25.4731,25.0173,24.194,23.5111
0.020703,-0.0035,-0.0016,1.2921,12.7,24.554,24.057,23.3296,22.8777,22.6652
0.0972666,-0.0062,-0.0227,1.1869,4.1,25.9279,25.0724,24.6861,24.3414,
0.504327,-0.0035,-0.0015,0.3118,7.2,,26.4061,25.1,23.5448,23.1766
0.61538,0.0022,0.0074,0.2598,11.4,,25.6416,24.5001,23.0586,22.449
0.0412895,-0.0039,0.0004,1.4782,5.1,25.2389,24.9903,24.3987,23.8397,24.0387
0.728652,-0.0055,-0.0325,0.3538,5.6,25.0034,24.7607,24.4189,23.8261,23.6299
0.0571104,-0.0037,-0.0312,0.8481,9.1,24.9729,24.1614,23.5,23.3532,23.2739
0.032073,-0.0033,-0.0018,1.6405,66.3,23.961,22.5083,21.5931,21.0216,20.7324
0.498699,-0.0067,-0.022,0.555,4.2,25.1466,25.0574,24.7535,24.3027,23.7699
0.311474,0.0016,0.0072,0.9332,3.7,26.4898,24.9544,24.6678,24.5414,24.9032
0.0266108,-0.0064,-0.0135,2.263,31.2,24.6226,23.6335,22.8083,21.9208,21.6343
0.0235331,-0.0072,-0.0126,2.301,27.2,23.8182,23.2837,22.6058,22.0453,21.8744
0.111962,0.0007,0.0066,0.7728,4.8,25.2823,25.047,24.6553,24.043,23.9554
0.00441133,-0.0073,-0.0151,1.4526,5.0,26.5434,25.9813,25.1826,24.2502,23.6261
0.735388,-0.0045,-0.0318,0.4504,3.1,25.7479,24.723,24.6417,24.6173,
0.00661034,-0.0094,0.0119,1.3657,9.1,24.2294,23.9627,23.8931,23.4119,23.2807
0.0757951,-0.0103,0.01,1.1792,3.8,25.6165,24.7863,24.2871,23.9749,24.0593
0.982087,-0.0056,-0.0054,0.0,70.9,26.5221,23.6037,22.3861,20.9935,20.3899
0.87688,-0.0092,-0.0101,0.0,13.4,25.9886,24.099,23.2618,22.8374,22.7017
0.652596,-0.0008,0.0044,1.1414,2.9,27.0886,25.3778,24.9106,24.6492,
0.39516,-0.0078,-0.0076,1.0347,2.8,25.3752,24.9289,24.7531,24.6315,24.4169
0.0290379,-0.0077,-0.0088,2.9735,105.0,23.0799,22.1016,21.0245,20.5515,20.2701
0.982569,-0.0051,-0.0222,0.0,30.6,,24.816,23.4723,21.9566,21.2914
0.291629,-0.0159,-0.0726,0.4062,13.8,26.6108,24.5065,23.4714,22.8088,22.5226
0.0315835,-0.0076,-0.015,1.3559,12.2,24.7436,24.014,23.2321,22.9696,22.8698
0.982284,-0.0077,-0.0305,0.0,32.6,,25.1525,23.8633,21.8811,21.0413
0.00729991,-0.0026,0.0042,1.1722,4.1,25.211,24.8386,24.6501,24.0787,23.8413
0.270407,-0.003,-0.0008,1.009,3.5,25.5542,25.2762,25.0033,24.4574,24.7288
0.00542067,-0.0058,-0.0326,1.9547,6.8,24.93,24.4219,24.1105,23.7822,23.7441
0.00204548,-0.0036,-0.0016,1.7034,4.8,25.1234,24.7611,24.112,23.8593,24.4433
0.334036,-0.0167,-0.0237,1.263,30.5,26.0109,24.054,22.5062,21.8817,21.387
0.273731,-0.009,-0.0111,1.269,3.4,25.6067,25.7236,25.242,24.4762,24.2351
0.285939,-0.0092,-0.0105,0.8217,4.5,24.3014,24.1467,24.0992,24.2519,24.3891
0.318934,-0.0089,-0.0109,1.4077,6.1,26.2432,25.3846,24.5239,23.8246,24.5699
0.145235,-0.0075,-0.015,1.8584,4.8,24.6392,24.3692,24.2063,24.124,23.518
0.272424,-0.0088,-0.0111,1.2351,7.4,25.2291,24.6572,23.8405,23.5081,23.3089
0.00635127,-0.0115,0.0076,1.7397,6.6,25.4548,25.1811,24.3023,23.8348,23.7014
0.00612624,-0.0055,-0.0356,1.7345,5.5,25.3347,24.4826,23.91,23.7032,23.5996
0.0981632,-0.0076,-0.015,1.0091,5.1,25.6686,25.069,24.5477,24.03,
0.983424,-0.0078,-0.0082,0.0,269.0,23.7939,21.4578,20.2755,19.5288,19.2041
0.594956,-0.0036,-0.0013,2.4425,2.8,,25.2217,24.7594,24.6261,23.5296
0.129376,-0.0076,-0.0072,2.1238,6.4,26.3339,25.1685,24.271,23.8124,23.8174
0.337351,-0.0079,-0.0077,2.92,4.3,26.1284,25.641,25.0582,24.5763,
0.904855,-0.0076,-0.0098,0.2773,12.1,,25.5778,24.1337,22.9571,22.4781
0.0120078,-0.008,-0.0082,1.6682,8.7,24.8334,24.453,24.3439,23.4599,24.1146
0.00204403,-0.0076,-0.0418,1.5038,3.9,24.7679,24.345,24.3227,24.3263,24.9812
0.96735,-0.0091,-0.0108,0.2577,7.8,,25.5266,24.1925,23.6038,23.0291
0.0297567,-0.0049,-0.0335,1.7184,44.0,23.1003,22.2228,21.6908,21.4953,21.3113
0.69141,-0.0074,0.0184,0.8714,3.7,24.9769,24.4526,24.4765,24.3732,23.7457
0.980919,-0.0069,-0.0088,0.0,110.9,25.0611,22.8811,21.8405,20.4765,19.8851
0.504553,-0.0042,0.0002,0.6936,2.8,25.2448,25.044,25.0023,24.6426,24.4078
0.479629,-0.0138,-0.0111,0.5818,5.3,23.9924,23.8847,24.0655,23.7921,23.6119
0.732851,-0.0073,0.0168,0.6106,3.2,,,25.4919,24.5593,23.9675
0.490545,-0.0037,-0.0014,0.9446,3.0,25.1502,25.0353,25.111,24.5769,24.1694
0.0267718,-0.0076,-0.043,1.555,5.2,25.4167,24.6812,24.0383,23.971,23.3126
0.959987,-0.0066,-0.0224,0.0,6.7,,25.3492,24.2697,23.7167,23.8031
0.0704756,-0.0064,-0.0165,1.1838,5.0,26.3591,24.7799,24.2051,24.0207,24.101
0.217012,-0.0061,-0.0063,0.4897,3.4,26.4408,25.9598,25.3206,24.5386,24.3639
0.66066,-0.0065,-0.0343,1.3518,4.0,25.2477,24.8672,24.5315,24.5005,24.6557
0.00927248,-0.0055,-0.0015,1.6613,6.6,24.6177,24.2963,23.6497,23.6105,23.1721
0.0510845,-0.0062,-0.0383,1.2725,8.8,25.0399,24.1619,23.6791,23.3858,23.4763
0.00514744,-0.0095,-0.0104,2.3281,8.8,24.9873,23.9866,23.481,23.3482,23.8264
0.0234427,-0.0063,-0.0247,1.6444,18.5,24.3746,23.9313,23.2642,22.5205,22.2247
0.0377785,-0.0086,-0.0113,1.3029,2.9,25.6671,25.0037,24.8456,24.5289,24.1151
0.0284579,-0.0107,-0.0114,2.8585,80.6,22.9226,22.1813,21.2436,20.8431,20.5713
0.665909,-0.0071,-0.0294,0.4378,11.0,,25.7863,24.107,23.085,22.5715
0.000166844,-0.0055,-0.0046,2.8462,6.7,24.5905,23.9924,23.8614,23.5827,23.1822
0.11294,-0.0069,-0.0153,1.0803,4.1,25.4727,25.1155,24.9125,24.3995,24.131
0.0192839,-0.0051,-0.0338,1.0549,6.4,24.9156,24.7164,24.3602,23.7388,23.4711
0.0271427,-0.0064,-0.025,1.4888,5.8,25.1798,24.8741,24.5491,23.9007,23.4158
0.0274677,-0.0082,-0.0424,2.3442,37.6,23.8522,23.1413,22.1669,21.6661,21.5971
0.650876,-0.0119,0.008,0.0,88.9,26.062,23.4541,22.0882,20.7374,20.1236
0.0500925,-0.0052,-0.0352,2.0386,12.2,27.5759,26.2178,24.1609,22.9101,22.081
0.34489,-0.0033,-0.001,0.4677,4.1,24.2475,24.0534,24.1014,24.1684,24.4457
0.00748696,-0.005,-0.0035,1.3706,8.5,25.1217,24.2074,23.5528,23.2979,22.8911
0.868065,-0.0078,-0.0161,0.4832,17.8,23.0105,23.0295,22.5397,22.513,22.2522
0.890633,-0.0068,-0.0262,0.3723,4.1,27.1453,25.6479,25.2896,24.3265,23.7069
0.113718,-0.0041,-0.002,0.5332,3.4,,,26.4483,24.5186,23.6471
0.132606,-0.0083,-0.0175,1.7808,6.9,24.8499,24.4784,24.1629,23.6871,23.2818
0.0286744,-0.0078,-0.0151,1.6776,51.0,23.389,22.7045,21.9679,21.3358,21.1386
0.672883,-0.0059,-0.0286,0.7223,3.5,,25.5888,24.8753,24.3546,23.6724
0.119844,-0.0074,-0.0408,1.6039,7.5,26.2623,25.4925,24.6359,23.5461,22.4424
0.00181567,-0.0047,-0.0327,1.4062,3.8,25.8088,24.8093,24.5208,24.4183,24.9919
0.0887443,-0.008,-0.0163,1.4989,10.7,25.346,24.7825,24.045,23.1413,22.7854
0.000860671,-0.0045,-0.0027,2.3337,4.0,24.8252,24.5591,24.3437,24.3001,24.3089
0.169497,-0.0088,-0.0477,0.9508,3.1,,26.3105,25.5816,24.4005,23.3458
0.183581,-0.0084,-0.0116,0.8647,13.2,23.5414,23.2523,23.1502,22.9199,22.8235
0.974961,-0.0074,-0.0394,0.0,29.2,22.9798,22.2548,22.0825,21.9913,22.0351
0.415021,-0.0092,-0.0499,0.6529,5.6,,27.3019,25.113,23.9507,23.348
0.180805,-0.0048,-0.0252,0.7483,3.4,26.4509,25.4836,24.7529,24.3208,24.5147
0.51972,-0.0035,-0.0288,0.4473,4.2,25.8527,25.3366,25.1054,24.343,23.6878
0.676241,0.0024,0.0081,1.7547,3.5,,25.2729,24.7327,24.6021,25.057
0.0743227,-0.0092,-0.0526,1.1511,4.4,25.5326,25.3621,25.06,24.16,24.1836
0.382371,-0.0077,-0.0164,0.5769,3.9,25.693,25.563,25.0287,24.3771,24.5514
0.793852,-0.0085,-0.0167,0.4653,3.6,24.526,24.5739,24.2796,24.1372,23.5369
0.48296,-0.0082,-0.0164,2.8994,7.1,25.5777,25.358,24.2831,23.2482,22.6365
0.196803,-0.0067,-0.0398,0.9103,9.1,24.5593,24.2886,23.8891,23.347,23.6969
0.58879,-0.0129,-0.0038,1.0968,3.4,26.1487,25.1229,24.4172,24.0079,23.5104
0.903472,-0.0052,-0.004,0.0,4.7,,26.8395,24.9755,24.1689,23.4465
0.00191056,-0.0046,-0.0027,2.113,4.9,24.8482,24.4629,24.2075,24.1048,23.5866
0.967788,-0.0064,-0.0246,0.2149,8.3,,25.4951,24.1601,23.5551,23.2373
0.000563488,-0.0079,-0.0093,2.1428,13.3,24.4686,24.1137,23.5023,23.0084,22.7712
0.199013,-0.0007,0.0012,0.7782,8.3,24.5667,24.3501,23.861,23.4401,22.941
0.043098,-0.0097,-0.0538,1.6202,52.7,23.6707,22.494,21.7259,21.2791,21.1235
0.827431,-0.0061,-0.0373,0.3206,4.0,,25.714,25.0007,24.389,24.1309
0.0352839,-0.0098,-0.0109,2.6434,14.1,26.54,24.5074,23.3856,22.7074,22.9327
0.0865956,-0.0078,-0.0073,1.4887,5.5,25.1761,24.4718,24.33,24.0,23.5525
0.0222533,-0.0089,-0.0477,1.7861,4.5,25.0483,24.5522,24.336,23.9903,23.8041
